time,   leftEncoder,   rightEncoder,   leftMode,   rightMode
42370,  -18614,         0,      2,      0
42375,  -18625,         0,      2,      0
42380,  -18636,         0,      2,      0
42385,  -18648,         0,      2,      0
42390,  -18659,         0,      2,      0
42395,  -18670,         0,      2,      0
42400,  -18681,         0,      2,      0
42405,  -18692,         0,      2,      0
42410,  -18704,         0,      2,      0
42415,  -18715,         0,      2,      0
42420,  -18726,         0,      2,      0
42425,  -18737,         0,      2,      0
42430,  -18749,         0,      2,      0
42435,  -18760,         0,      2,      0
42440,  -18771,         0,      2,      0
42445,  -18782,         0,      2,      0
42450,  -18793,         0,      2,      0
42455,  -18805,         0,      2,      0
42460,  -18816,         0,      2,      0
42465,  -18827,         0,      2,      0
42470,  -18839,         0,      2,      0
42475,  -18850,         0,      2,      0
42480,  -18861,         0,      2,      0
42485,  -18873,         0,      2,      0
42490,  -18884,         0,      2,      0
42495,  -18895,         0,      2,      0
42500,  -18906,         0,      2,      0
42505,  -18918,         0,      2,      0
42510,  -18929,         0,      2,      0
42515,  -18940,         0,      2,      0
42520,  -18952,         0,      2,      0
42525,  -18963,         0,      2,      0
42530,  -18975,         0,      2,      0
42535,  -18986,         0,      2,      0
42540,  -18997,         0,      2,      0
42545,  -19009,         0,      2,      0
42550,  -19020,         0,      2,      0
42555,  -19031,         0,      2,      0
42560,  -19043,         0,      2,      0
42565,  -19054,         0,      2,      0
42570,  -19065,         0,      2,      0
42575,  -19077,         0,      2,      0
42580,  -19088,         0,      2,      0
42585,  -19099,         0,      2,      0
42590,  -19111,         0,      2,      0
42595,  -19122,         0,      2,      0
42600,  -19134,         0,      2,      0
42605,  -19145,         0,      2,      0
42610,  -19156,         0,      2,      0
42615,  -19168,         0,      2,      0
42620,  -19179,         0,      2,      0
42625,  -19190,         0,      2,      0
42630,  -19202,         0,      2,      0
42635,  -19213,         0,      2,      0
42640,  -19224,         0,      2,      0
42645,  -19236,         0,      2,      0
42650,  -19247,         0,      2,      0
42655,  -19259,         0,      2,      0
42660,  -19270,         0,      2,      0
42665,  -19281,         0,      2,      0
42670,  -19293,         0,      2,      0
42675,  -19304,         0,      2,      0
42680,  -19315,         0,      2,      0
42685,  -19327,         0,      2,      0
42690,  -19338,         0,      2,      0
42695,  -19350,         0,      2,      0
42700,  -19361,         0,      2,      0
42705,  -19373,         0,      2,      0
42710,  -19384,         0,      2,      0
42715,  -19395,         0,      2,      0
42720,  -19407,         0,      2,      0
42725,  -19418,         0,      2,      0
42730,  -19430,         0,      2,      0
42735,  -19441,         0,      2,      0
42740,  -19452,         0,      2,      0
42745,  -19464,         0,      2,      0
42750,  -19475,         0,      2,      0
42755,  -19487,         0,      2,      0
42760,  -19498,         0,      2,      0
42765,  -19510,         0,      2,      0
42770,  -19521,         0,      2,      0
42775,  -19533,         0,      2,      0
42780,  -19544,         0,      2,      0
42785,  -19555,         0,      2,      0
42790,  -19567,         0,      2,      0
42795,  -19578,         0,      2,      0
42800,  -19590,         0,      2,      0
42805,  -19601,         0,      2,      0
42810,  -19613,         0,      2,      0
42815,  -19624,         0,      2,      0
42820,  -19635,         0,      2,      0
42825,  -19647,         0,      2,      0
42830,  -19659,         0,      2,      0
42835,  -19670,         0,      2,      0
42840,  -19681,         0,      2,      0
42845,  -19693,         0,      2,      0
42850,  -19704,         0,      2,      0
42855,  -19716,         0,      2,      0
42860,  -19727,         0,      2,      0
42865,  -19739,         0,      2,      0
42870,  -19750,         0,      2,      0
42875,  -19762,         0,      2,      0
42880,  -19773,         0,      2,      0
42885,  -19785,         0,      2,      0
42890,  -19797,         0,      2,      0
42895,  -19808,         0,      2,      0
42900,  -19820,         0,      2,      0
42905,  -19831,         0,      2,      0
42910,  -19843,         0,      2,      0
42915,  -19854,         0,      2,      0
42920,  -19866,         0,      2,      0
